Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
cookstruction-company-mega-mixer-vehicle,Cookstruction Company Mega Mixer Vehicle,The Mega Mixer includes all the tools you need to mix up something delicious. Tools can be stored inside the truck for easy transportation!,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY206,0.0,shopify,12,deny,manual,49.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e4c9940118a17c4ffc3b950d3221c747.jpg?v=1676441052,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-garage-9-car-pack-gift-set,Matchbox Garage 9-Car Pack Gift Set,"The Matchbox 4-Level Garage is your one-stop shop for on-the-go cars! Send Matchbox vehicles through four levels of activity, wind around the spiral ramp, stop to refuel at the gas pump, or ride to the top on the real working elevator.",MATCHBOX,,TOYS,"egnition-sample-data, matchbox, on-sale, toys",true,Title,Default Title,,,,,TOY205,0.0,shopify,7,deny,manual,35.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/71d54101937fe4dde51bd194574c85c8.jpg?v=1676441050,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-jurassic-world-dino-transporters-tyranno-hauler-vehicle-and-figure,Matchbox Jurassic World Dino Transporters Tyranno-Hauler Vehicle And Figure,Relive captivating movie moments and exciting scenes with Matchbox Dinosaur Transporters.,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY204,0.0,shopify,12,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/6f938a9e4f517623ad78e86ba205349d.jpg?v=1676441048,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-jurassic-world-dino-transporters-t-rex-trailer,Matchbox Jurassic World Dino Transporters T. Rex Trailer,Relive captivating movie moments and exciting scenes with Matchbox Dinosaur Transporters.,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY203,0.0,shopify,1,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/a7143e3fa7d50f231aa4e57ea5eba70b.jpg?v=1676441046,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-power-launcher-chinook-helicopter,Matchbox Power Launcher Chinook Helicopter,Fuel kids' imagination with real world inspired vehicles that they recognize and can discover adventures and explore the world.,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY202,0.0,shopify,18,deny,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e514a01eb998d32a1eea9e205d4cb398.jpg?v=1676441044,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-volcano-rescue-playset,Matchbox Volcano Rescue Playset,When a volcanic eruption threatens inhabitants on an island in the ocean it's time to launch the large-scale salvage vessel and deploy the helicopter!,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY201,0.0,shopify,0,deny,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/521a2b07ce362ee83dacc5783bae028a.jpg?v=1676441042,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-dunk-n-launch-boat,Matchbox Dunk N Launch Boat,When a volcanic eruption threatens inhabitants on an island in the ocean it is time to launch the large-scale salvage vessel and deploy the helicopter!,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY200,0.0,shopify,1,deny,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/5491be6517895b2438987c9a24c22234.jpg?v=1676441040,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-jurassic-world-vehicle-deep-dive-submarine-vehicle,Matchbox Jurassic World Vehicle Deep-Dive Submarine Vehicle,"Get ready for thrilling action and adventure with Jurassic World! This assortment of amazing large-scale, 12-inch vehicles include an Off-Road Rescue Rig with lights and sounds and a Deep-Dive Submarine with cabin light effects inspired by the Jurassic World movies.",MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY199,0.0,shopify,0,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3ed51cfd511e68fdbdcee3d8eb754dee.jpg?v=1676441038,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
jurassic-world-rc-vehicle-raptor-attack-rc,Jurassic World RC Vehicle Raptor Attack RC,"Inspired by the Jurassic World movies, this large-scale replica Jeep Wrangler comes with a fully functional remote control and awesome game-like action!",MATCHBOX,,TOYS,"egnition-sample-data, matchbox, rc-vehicle, toys",true,Title,Default Title,,,,,TOY198,0.0,shopify,12,deny,manual,49.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3b59cb0f08ef2031622492f2ab080ea2.jpg?v=1676441036,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-50-car-pack,Matchbox 50 Car Pack,"For every mission, there is a vehicle. From service to road-worthy sedans to flash cars and more, this mega 50-pack of Matchbox vehicles offers great detail and big variety to take kids on any mission they can imagine!",MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY197,0.0,shopify,1,deny,manual,49.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/d63d7fc60ac8dc6319534514ded6b69c.jpg?v=1676441034,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-fire-rescue-boat,Matchbox Fire Rescue Boat,Matchbox inspires kids to be everyday heroes with real world inspired vehicles equipped to get the job done!,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, on-sale, toys",true,Title,Default Title,,,,,TOY196,0.0,shopify,6,deny,manual,13.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/ead539bd982695c52823d489f54e1831.jpg?v=1676441032,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-forest-utility-truck,Matchbox Forest Utility Truck,Matchbox inspires kids to be everyday heroes with real world replicas of vehicles equipped to get the job done! The Matchbox 12-inch Lights and Sounds Assortment includes a Working Dozer and a Forest Service Truck.,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY195,0.0,shopify,1,deny,manual,17.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/ab37d54307ffb48a196020ae308197bb.jpg?v=1676441030,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-dump-truck,Matchbox Dump Truck,Matchbox inspires kids to be everyday heroes with real world replicas of vehicles equipped to get the job done!,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY194,0.0,shopify,20,deny,manual,16.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/50fcb72b7fc8df073af6fe81704cbdbf.jpg?v=1676441028,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-hydro-car-wash,Matchbox Hydro Car Wash,The Matchbox Color Changers Hydro Car Wash delivers an exciting way to explore the world and discover adventure with real-life action activities.,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY193,0.0,shopify,2,deny,manual,20.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/570bd04633ed2714d6ebee30cbc7ccbb.jpg?v=1676441026,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
jurassic-world-rc-vehicle-gyrosphere-rc,Jurassic World RC Vehicle Gyrosphere RC,The sphere-shaped vehicle straight out of Jurassic World inspired this innovative RC vehicle! Recreate the tension-filled scene when a lone gyrosphere remains outside the valley. ,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY192,0.0,shopify,16,deny,manual,34.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/9fe1dbaedf98a82a4fc038cdc44ecf9b.jpg?v=1676441025,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-jurassic-world-93-jeep-wrangler,Matchbox Jurassic World '93 Jeep Wrangler,"Get ready for thrilling action and adventure with Jurassic World! These realistic large, die-cast vehicles with Jurassic World movie-inspired bodies in 1:24 scale, have oversized wheels and accurate details",MATCHBOX,,TOYS,"die-cast, egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY191,0.0,shopify,14,deny,manual,12.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/1c17332098dd85adf1fcf7f54d31d614.jpg?v=1676441023,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-crayola-rainbow-design-fashion-set,Barbie Crayola Rainbow Design Fashion Set,Barbie and CRAYOLA help young designers uncover their creativity with fashion design sets that will brighten their day!,BARBIE,,TOYS,"barbie, doll-accessories, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY190,0.0,shopify,11,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/2ee9ed21d148d9477de9848c4d155c67.jpg?v=1676441021,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-color-surprise-doll,Barbie Color Surprise Doll,Barbie Color Surprise doll is ready to make a bold statement with hair that transforms in an instant! ,BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY189,0.0,shopify,12,deny,manual,20.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/fc59295a132dfedb12286bd2a266700c.jpg?v=1676441019,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-pizza-chef-doll-and-playset,Barbie Pizza Chef Doll and Playset,"Barbie pizza chef doll is ready to cook up fun with a pizza shop play set, three colors of dough and accessories that let kids make their own doll-sized pizzas!",BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY188,0.0,shopify,16,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3860b802fe7f8cfa3dd363c1cc5edb42.jpg?v=1676441016,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-2-story-house,Barbie 2-Story House,"The Barbie 2-Story House is cute, modern and holds fun surprises! Designed with portability in mind, it unfolds to reveal a two-story home with multiple play spaces.",BARBIE,,TOYS,"barbie, doll-accessories, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY187,0.0,shopify,17,deny,manual,39.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/fb81d680d7d2ad2410c82da2dbf177ab.jpg?v=1676441014,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-sweetville-royal-gift-set,Barbie Sweetville Royal Gift Set,"The magical, make-believe world imagined by Chelsea comes to regal life in this set! You'll arrive at Sweetville Castle in a colorful carriage and discover that princesses, fairies, and mermaids all exist in one enchanted realm.",BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, on-sale, toys",true,Title,Default Title,,,,,TOY186,0.0,shopify,8,deny,manual,111.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/8f4146ec42828fe44dffb21eed21f55c.jpg?v=1676441012,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-pet-groomer-doll,Barbie Pet Groomer Doll,"Barbie career dolls and playsets inspire kids to dream big and aim high! This Barbie playset turns work-time into playtime with Barbie doll, a piece of pet grooming-related furniture and accessories that let young professionals explore their dream careers.",BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY185,0.0,shopify,1,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/605f896c5ca28739ea36fc3627b19895.jpg?v=1676441010,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-art-studio-playset,Barbie Art Studio Playset,Barbie career dolls and playsets inspire kids to dream big and aim high! Barbie playsets turn the workspace into a play space with job-related furniture and accessories that let young professionals explore their dream aspirations.,BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY184,0.0,shopify,16,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/dc54dd57b906c1145b2c81c6ec3355a4.jpg?v=1676441008,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
skipper-doll-with-ice-cream-and-puppy,Skipper Doll with Ice Cream and Puppy,"Launch play and career exploration with Barbie play sets that let her younger sisters explore their dreams, too -- and bring their pets along for the company! Skipper",BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY183,0.0,shopify,0,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/7b446f1464beb43e047a6cfa1d1f3bc0.jpg?v=1676441007,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-skipper-babysitters-inc-doll,Barbie Skipper Babysitters Inc. Doll,Young kids can be the babysitter with Barbie Skipper Babysitters Inc. doll and accessory sets that include a doll and accessories to play out classic moments.,BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY182,0.0,shopify,0,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/afed693d1a06bb34d0953bd8f8ea6eb9.jpg?v=1676441005,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
stacie-doll-with-juice-and-puppy,Stacie Doll with Juice and Puppy,"Launch play and career exploration with Barbie play sets that let her younger sisters explore their dreams, too -- and bring their pets along for the company! Stacie",BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY181,0.0,shopify,2,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/8357dd5ae9ba4ffda26956dca246dd9e.jpg?v=1676441002,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-skipper-babysitters-inc-doll-and-accessory,Barbie Skipper Babysitters Inc. Doll and Accessory,Young kids can be the babysitter with Barbie Skipper Babysitters Inc. doll and accessory sets that include a doll and accessories to play out classic moments.,BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY180,0.0,shopify,9,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/c4a5dcc170e6456bdfec5efb3073cb21.jpg?v=1676441001,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-skipper-babysitters-inc-doll-and-playset,Barbie Skipper Babysitters Inc. Doll and Playset,"Barbie Skipper Babysitters Inc. dolls and playsets let kids be the babysitter with a Skipper or friend doll, a baby or toddler doll, furniture and accessories matched to classic childhood moments.",BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY179,0.0,shopify,11,deny,manual,20.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/d2d0f15d83801177487f7df4ab262ef3.jpg?v=1676440999,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-crayola-tie-dye-fashions,Barbie Crayola Tie-Dye Fashions,Barbie and CRAYOLA inspire young designers with fashion design sets that will tie their imaginations up with tie dye! The Barbie CRAYOLA,BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY178,0.0,shopify,13,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/64ca4854d2947b939b8aa533d981c033.jpg?v=1676440997,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-bistro-cart,Barbie Bistro Cart,Roll into career adventure with the Barbie bistro cart -- it has all the ingredients to let young foodies explore their dreams! Bright colors and a unique design on this doll vehicle,BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY177,0.0,shopify,12,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/d86cb2e125fd2509fc0436c21d12216e.jpg?v=1676440994,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-crayola-color-in-fashion-doll-and-fashions,Barbie Crayola Color-In Fashion Doll and Fashions,Color in fun and draw out your creativity with Barbie CRAYOLA Color-In Fashion dolls.,BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY176,0.0,shopify,10,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/942f512165b47354bf4bdb329c52aa96.jpg?v=1676440993,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-and-ken-dolls,Barbie and Ken Dolls,"Barbie doll and Ken doll have teamed up to open their own cafe, and they have all the ingredients for fun! ",BARBIE,,TOYS,"barbie, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY175,0.0,shopify,12,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b38ac11fce14bcde8c6b8ad0ad38e071.jpg?v=1676440991,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-bakery-chef-doll-and-playset,Barbie Bakery Chef Doll and Playset,"Barbie bakery chef doll is ready to bake with an oven play set and food accessories that really rise! An oven sound, rising action and color-change ""icing"" provide the ingredients for fun with easy-to-use mechanisms.",BARBIE,,TOYS,"barbie, doll-accessories, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY174,0.0,shopify,10,deny,manual,20.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e8e4c183a88fe1f5576f779ac82b2cfe.jpg?v=1676440989,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-pet-pals-gift-set,Barbie Pet Pals Gift Set,"Barbie is a true friend to animals everywhere, whether it's an adorable dog about to welcome three new puppies into the world, or a horse that's ready to take Barbie on a ride into imagination!",BARBIE,,TOYS,"barbie, doll-accessories, dolls, egnition-sample-data, on-sale, toys",true,Title,Default Title,,,,,TOY173,0.0,shopify,2,deny,manual,101.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/11f6df278459411fc771fe5def3e1978.jpg?v=1676440987,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-dreamcamper,Barbie DreamCamper,This amazing Barbie DreamCamper transforms from a camping RV into a campsite play set with room for Barbie doll and all of her sisters to sleep (dolls sold separately).,BARBIE,,TOYS,"barbie, doll-accessories, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY172,0.0,shopify,10,deny,manual,109.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/09cc2652a2f55a1559450c6ade91d5d1.jpg?v=1676440985,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
barbie-dreamhouse,Barbie Dreamhouse,"Move right into the Barbie Dreamhouse and discover a world of possibilities because with Barbie, anything is possible! Three floors, seven rooms and a working elevator let kids dream up all kinds of stories, from a fun night in to getting ready for girls' night out.",BARBIE,,TOYS,"barbie, doll-accessories, dolls, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY171,0.0,shopify,2,deny,manual,199.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/aff662adbf0f1c79ef006890fb5c817c.jpg?v=1676440983,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
power-rangers-dino-super-charge-dino-super-drive-saber,Power Rangers Dino Super Charge - Dino Super Drive Saber,Power Rangers Dino Super Charge - Dino Super Drive Saber,POWER RANGERS,,TOYS,"egnition-sample-data, power-rangers, toys",true,Title,Default Title,,,,,TOY170,0.0,shopify,5,deny,manual,45.00,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/cf26c64aad302483d9a87e823119c260.jpg?v=1676440982,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
